,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
519,06-May-2019 09:30:00,,,,,0.007,0.000,0.059 ,0.000 ,246.750,0.940,0.000,-
520,06-May-2019 09:45:00,,,,,0.006,0.000,0.058 ,0.000 ,245.320,0.950,0.000,-
521,06-May-2019 10:00:00,,,,,0.005,0.000,0.047 ,0.000 ,243.590,0.780,0.000,-
522,06-May-2019 10:15:00,,,,,0.010,0.000,0.064 ,0.000 ,244.060,1.030,0.000,-
523,06-May-2019 10:30:00,,,,,0.011,0.000,0.060 ,0.000 ,243.610,0.980,0.000,-
524,06-May-2019 10:45:00,,,,,0.007,0.000,0.061 ,0.000 ,243.200,0.990,0.000,-
525,06-May-2019 11:00:00,,,,,0.010,0.000,0.051 ,0.000 ,243.030,0.840,0.000,-
526,06-May-2019 11:15:00,,,,,0.006,0.000,0.040 ,0.000 ,242.670,0.650,0.000,-
527,06-May-2019 11:30:00,,,,,0.132,0.000,0.174 ,0.000 ,242.290,2.860,0.000,-
528,06-May-2019 11:45:00,,,,,0.011,0.000,0.061 ,0.000 ,241.770,1.010,0.000,-
529,06-May-2019 12:00:00,,,,,0.012,0.000,0.064 ,0.000 ,241.570,1.040,0.000,-
530,06-May-2019 12:15:00,,,,,0.059,0.000,0.152 ,0.000 ,241.460,2.510,0.000,-
531,06-May-2019 12:30:00,,,,,0.012,0.000,0.040 ,0.000 ,241.290,0.660,0.000,-
532,06-May-2019 12:45:00,,,,,0.023,0.000,0.039 ,0.000 ,241.370,0.640,0.000,-
533,06-May-2019 13:00:00,,,,,0.019,0.000,0.021 ,0.000 ,242.720,0.340,0.000,-
534,06-May-2019 13:15:00,,,,,0.028,0.000,0.038 ,0.000 ,243.600,0.610,0.000,-
535,06-May-2019 13:30:00,,,,,0.020,0.000,0.036 ,0.000 ,244.380,0.590,0.000,-
536,06-May-2019 13:45:00,,,,,0.015,0.000,0.063 ,0.000 ,243.950,1.010,0.000,-
537,06-May-2019 14:00:00,,,,,0.022,0.000,0.060 ,0.000 ,243.220,0.990,0.000,-
538,06-May-2019 14:15:00,,,,,0.026,0.000,0.065 ,0.000 ,242.930,1.070,0.000,-
539,06-May-2019 14:30:00,,,,,0.647,0.000,0.681 ,0.000 ,241.510,11.270,0.000,-
540,06-May-2019 14:45:00,,,,,0.809,0.000,0.837 ,0.000 ,239.090,13.990,0.000,-
541,06-May-2019 15:00:00,,,,,0.479,0.000,0.498 ,0.000 ,239.100,8.300,0.000,-
542,06-May-2019 15:15:00,,,,,0.382,0.000,0.400 ,0.000 ,239.580,6.670,0.000,-
543,06-May-2019 15:30:00,,,,,0.468,0.000,0.487 ,0.000 ,239.890,8.100,0.000,-
544,06-May-2019 15:45:00,,,,,0.380,0.000,0.397 ,0.000 ,240.030,6.600,0.000,-
545,06-May-2019 16:00:00,,,,,0.381,0.000,0.397 ,0.000 ,240.280,6.590,0.000,-
546,06-May-2019 16:15:00,,,,,0.382,0.000,0.399 ,0.000 ,240.790,6.620,0.000,-
547,06-May-2019 16:30:00,,,,,0.380,0.000,0.396 ,0.000 ,240.470,6.580,0.000,-
548,06-May-2019 16:45:00,,,,,0.377,0.000,0.400 ,0.000 ,240.460,6.640,0.000,-
549,06-May-2019 17:00:00,,,,,0.369,0.000,0.392 ,0.000 ,240.730,6.500,0.000,-
550,06-May-2019 17:15:00,,,,,0.373,0.000,0.399 ,0.000 ,241.360,6.600,0.000,-
551,06-May-2019 17:30:00,,,,,0.463,0.000,0.485 ,0.000 ,241.170,8.020,0.000,-
552,06-May-2019 17:45:00,,,,,0.440,0.000,0.463 ,0.000 ,241.750,7.650,0.000,-
553,06-May-2019 18:00:00,,,,,0.015,0.000,0.076 ,0.000 ,242.930,1.240,0.000,-
554,06-May-2019 18:15:00,,,,,0.016,0.000,0.075 ,0.000 ,244.300,1.220,0.000,-
555,06-May-2019 18:30:00,,,,,0.057,0.000,0.074 ,0.000 ,245.250,1.230,0.000,-
556,06-May-2019 18:45:00,,,,,0.021,0.000,0.074 ,0.000 ,244.710,1.200,0.000,-
557,06-May-2019 19:00:00,,,,,0.040,0.000,0.065 ,0.000 ,245.110,1.060,0.000,-
558,06-May-2019 19:15:00,,,,,0.040,0.000,0.059 ,0.000 ,245.200,0.980,0.000,-
559,06-May-2019 19:30:00,,,,,0.011,0.000,0.054 ,0.000 ,244.530,0.880,0.000,-
560,06-May-2019 19:45:00,,,,,0.019,0.000,0.066 ,0.000 ,244.510,1.060,0.000,-
561,06-May-2019 20:00:00,,,,,0.057,0.000,0.072 ,0.000 ,245.690,1.200,0.000,-
562,06-May-2019 20:15:00,,,,,0.080,0.000,0.081 ,0.000 ,246.800,1.330,0.000,-
563,06-May-2019 20:30:00,,,,,0.073,0.000,0.073 ,0.000 ,247.340,1.200,0.000,-
564,06-May-2019 20:45:00,,,,,0.055,0.000,0.061 ,0.000 ,247.720,1.010,0.000,-
565,06-May-2019 21:00:00,,,,,0.062,0.000,0.075 ,0.000 ,247.760,1.200,0.000,-
566,06-May-2019 21:15:00,,,,,0.025,0.000,0.025 ,0.000 ,247.750,0.390,0.000,-
567,06-May-2019 21:30:00,,,,,0.177,0.000,0.190 ,0.000 ,247.310,3.070,0.000,-
568,06-May-2019 21:45:00,,,,,0.260,0.000,0.280 ,0.000 ,248.440,4.500,0.000,-
569,06-May-2019 22:00:00,,,,,0.096,0.000,0.103 ,0.000 ,247.670,1.650,0.000,-
570,06-May-2019 22:15:00,,,,,0.021,0.000,0.027 ,0.000 ,246.690,0.430,0.000,-
571,06-May-2019 22:30:00,,,,,0.022,0.000,0.040 ,0.000 ,245.490,0.650,0.000,-
572,06-May-2019 22:45:00,,,,,0.020,0.000,0.028 ,0.000 ,244.640,0.450,0.000,-
573,06-May-2019 23:00:00,,,,,0.024,0.000,0.063 ,0.000 ,244.250,1.030,0.000,-
574,06-May-2019 23:15:00,,,,,0.077,0.000,0.102 ,0.000 ,244.310,1.670,0.000,-
575,06-May-2019 23:30:00,,,,,0.237,0.000,0.255 ,0.000 ,244.670,4.150,0.000,-
576,06-May-2019 23:45:00,,,,,0.105,0.000,0.113 ,0.000 ,245.210,1.840,0.000,-
577,07-May-2019 00:00:00,,,,,0.020,0.000,0.021 ,0.000 ,245.790,0.330,0.000,-
578,07-May-2019 00:15:00,,,,,0.021,0.000,0.023 ,0.000 ,245.930,0.380,0.000,-
579,07-May-2019 00:30:00,,,,,0.020,0.000,0.020 ,0.000 ,246.720,0.320,0.000,-
580,07-May-2019 00:45:00,,,,,0.136,0.000,0.147 ,0.000 ,247.260,2.360,0.000,-
581,07-May-2019 01:00:00,,,,,0.090,0.000,0.097 ,0.000 ,247.970,1.570,0.000,-
582,07-May-2019 01:15:00,,,,,0.260,0.000,0.283 ,0.000 ,248.140,4.550,0.000,-
583,07-May-2019 01:30:00,,,,,0.241,0.000,0.263 ,0.000 ,248.520,4.220,0.000,-
584,07-May-2019 01:45:00,,,,,0.229,0.000,0.251 ,0.000 ,249.220,4.020,0.000,-
585,07-May-2019 02:00:00,,,,,0.195,0.000,0.215 ,0.000 ,250.340,3.430,0.000,-
586,07-May-2019 02:15:00,,,,,0.223,0.000,0.246 ,0.000 ,250.560,3.900,0.000,-
587,07-May-2019 02:30:00,,,,,0.219,0.000,0.243 ,0.000 ,251.120,3.880,0.000,-
588,07-May-2019 02:45:00,,,,,0.210,0.000,0.235 ,0.000 ,251.420,3.720,0.000,-
589,07-May-2019 03:00:00,,,,,0.139,0.000,0.153 ,0.000 ,252.200,2.430,0.000,-
590,07-May-2019 03:15:00,,,,,0.021,0.000,0.021 ,0.000 ,252.910,0.320,0.000,-
591,07-May-2019 03:30:00,,,,,0.021,0.000,0.021 ,0.000 ,253.270,0.330,0.000,-
592,07-May-2019 03:45:00,,,,,0.021,0.000,0.021 ,0.000 ,253.910,0.330,0.000,-
593,07-May-2019 04:00:00,,,,,0.021,0.000,0.021 ,0.000 ,255.180,0.330,0.000,-
594,07-May-2019 04:15:00,,,,,0.021,0.000,0.022 ,0.000 ,256.020,0.330,0.000,-
595,07-May-2019 04:30:00,,,,,0.021,0.000,0.021 ,0.000 ,255.650,0.330,0.000,-
596,07-May-2019 04:45:00,,,,,0.022,0.000,0.022 ,0.000 ,256.170,0.330,0.000,-
597,07-May-2019 05:00:00,,,,,0.021,0.000,0.021 ,0.000 ,256.290,0.330,0.000,-
598,07-May-2019 05:15:00,,,,,0.022,0.000,0.025 ,0.000 ,256.730,0.390,0.000,-
599,07-May-2019 05:30:00,,,,,0.021,0.000,0.022 ,0.000 ,257.010,0.330,0.000,-
600,07-May-2019 05:45:00,,,,,0.022,0.000,0.022 ,0.000 ,257.260,0.330,0.000,-
601,07-May-2019 06:00:00,,,,,0.021,0.000,0.022 ,0.000 ,257.130,0.330,0.000,-
602,07-May-2019 06:15:00,,,,,0.022,0.000,0.022 ,0.000 ,257.050,0.330,0.000,-
603,07-May-2019 06:30:00,,,,,0.021,0.000,0.021 ,0.000 ,256.100,0.330,0.000,-
604,07-May-2019 06:45:00,,,,,0.481,0.000,0.482 ,0.000 ,255.470,7.530,0.000,-
605,07-May-2019 07:00:00,,,,,0.015,0.000,0.025 ,0.000 ,256.140,0.400,0.000,-
606,07-May-2019 07:15:00,,,,,0.010,0.000,0.019 ,0.000 ,256.270,0.280,0.000,-
607,07-May-2019 07:30:00,,,,,0.013,0.000,0.025 ,0.000 ,255.780,0.400,0.000,-
608,07-May-2019 07:45:00,,,,,0.009,0.000,0.026 ,0.000 ,256.150,0.390,0.000,-
609,07-May-2019 08:00:00,,,,,0.008,0.000,0.039 ,0.000 ,256.110,0.610,0.000,-
610,07-May-2019 08:15:00,,,,,0.009,0.000,0.049 ,0.000 ,255.690,0.760,0.000,-
611,07-May-2019 08:30:00,,,,,0.014,0.000,0.061 ,0.000 ,254.480,0.940,0.000,-
612,07-May-2019 08:45:00,,,,,0.424,0.000,0.435 ,0.000 ,252.960,6.870,0.000,-
613,07-May-2019 09:00:00,,,,,0.105,0.000,0.108 ,0.000 ,252.160,1.740,0.000,-
614,07-May-2019 09:15:00,,,,,0.057,0.000,0.064 ,0.000 ,250.030,1.040,0.000,-
615,07-May-2019 09:30:00,,,,,0.036,0.000,0.068 ,0.000 ,247.790,1.100,0.000,-
616,07-May-2019 09:45:00,,,,,0.034,0.000,0.068 ,0.000 ,246.830,1.090,0.000,-
617,07-May-2019 10:00:00,,,,,0.065,0.000,0.143 ,0.000 ,246.930,2.310,0.000,-
618,07-May-2019 10:15:00,,,,,0.056,0.000,0.081 ,0.000 ,246.820,1.300,0.000,-
619,07-May-2019 10:30:00,,,,,0.046,0.000,0.076 ,0.000 ,246.460,1.220,0.000,-
620,07-May-2019 10:45:00,,,,,0.034,0.000,0.058 ,0.000 ,246.130,0.940,0.000,-
621,07-May-2019 11:00:00,,,,,0.020,0.000,0.075 ,0.000 ,245.970,1.210,0.000,-
622,07-May-2019 11:15:00,,,,,0.014,0.000,0.083 ,0.000 ,245.340,1.350,0.000,-
623,07-May-2019 11:30:00,,,,,0.191,0.000,0.232 ,0.000 ,244.360,3.780,0.000,-
624,07-May-2019 11:45:00,,,,,0.550,0.000,0.551 ,0.000 ,244.460,9.000,0.000,-
625,07-May-2019 12:00:00,,,,,0.546,0.000,0.546 ,0.000 ,244.330,8.920,0.000,-
626,07-May-2019 12:15:00,,,,,0.254,0.000,0.275 ,0.000 ,244.990,4.480,0.000,-
627,07-May-2019 12:30:00,,,,,0.023,0.000,0.034 ,0.000 ,244.680,0.550,0.000,-
628,07-May-2019 12:45:00,,,,,0.020,0.000,0.021 ,0.000 ,244.360,0.340,0.000,-
629,07-May-2019 13:00:00,,,,,0.051,0.000,0.060 ,0.000 ,245.000,0.980,0.000,-
630,07-May-2019 13:15:00,,,,,0.336,0.000,0.374 ,0.000 ,245.690,6.070,0.000,-
631,07-May-2019 13:30:00,,,,,0.023,0.000,0.055 ,0.000 ,246.150,0.890,0.000,-
632,07-May-2019 13:45:00,,,,,0.030,0.000,0.036 ,0.000 ,245.650,0.580,0.000,-
633,07-May-2019 14:00:00,,,,,0.021,0.000,0.021 ,0.000 ,245.170,0.330,0.000,-
634,07-May-2019 14:15:00,,,,,0.211,0.000,0.229 ,0.000 ,244.590,3.740,0.000,-
635,07-May-2019 14:30:00,,,,,0.063,0.000,0.063 ,0.000 ,243.770,1.020,0.000,-
636,07-May-2019 14:45:00,,,,,0.110,0.000,0.117 ,0.000 ,242.640,1.930,0.000,-
637,07-May-2019 15:00:00,,,,,0.147,0.000,0.163 ,0.000 ,241.590,2.690,0.000,-
638,07-May-2019 15:15:00,,,,,0.022,0.000,0.043 ,0.000 ,241.630,0.700,0.000,-
639,07-May-2019 15:30:00,,,,,0.022,0.000,0.026 ,0.000 ,241.830,0.430,0.000,-
640,07-May-2019 15:45:00,,,,,0.028,0.000,0.057 ,0.000 ,241.760,0.930,0.000,-
641,07-May-2019 16:00:00,,,,,0.022,0.000,0.024 ,0.000 ,241.490,0.390,0.000,-
642,07-May-2019 16:15:00,,,,,0.024,0.000,0.024 ,0.000 ,241.100,0.390,0.000,-
643,07-May-2019 16:30:00,,,,,0.020,0.000,0.020 ,0.000 ,240.220,0.340,0.000,-
644,07-May-2019 16:45:00,,,,,0.016,0.000,0.065 ,0.000 ,240.690,1.060,0.000,-
645,07-May-2019 17:00:00,,,,,0.011,0.000,0.069 ,0.000 ,241.720,1.130,0.000,-
646,07-May-2019 17:15:00,,,,,0.011,0.000,0.052 ,0.000 ,241.960,0.860,0.000,-
647,07-May-2019 17:30:00,,,,,0.005,0.000,0.039 ,0.000 ,241.520,0.640,0.000,-
648,07-May-2019 17:45:00,,,,,0.010,0.000,0.039 ,0.000 ,242.220,0.640,0.000,-
649,07-May-2019 18:00:00,,,,,0.013,0.000,0.046 ,0.000 ,242.510,0.750,0.000,-
650,07-May-2019 18:15:00,,,,,0.012,0.000,0.045 ,0.000 ,243.350,0.740,0.000,-
651,07-May-2019 18:30:00,,,,,0.012,0.000,0.045 ,0.000 ,243.910,0.730,0.000,-
652,07-May-2019 18:45:00,,,,,0.030,0.000,0.030 ,0.000 ,245.270,0.490,0.000,-
653,07-May-2019 19:00:00,,,,,0.039,0.000,0.040 ,0.000 ,245.970,0.640,0.000,-
654,07-May-2019 19:15:00,,,,,0.036,0.000,0.037 ,0.000 ,246.030,0.590,0.000,-
655,07-May-2019 19:30:00,,,,,0.037,0.000,0.037 ,0.000 ,245.820,0.610,0.000,-
656,07-May-2019 19:45:00,,,,,0.039,0.000,0.040 ,0.000 ,245.930,0.640,0.000,-
657,07-May-2019 20:00:00,,,,,0.037,0.000,0.039 ,0.000 ,246.560,0.620,0.000,-
658,07-May-2019 20:15:00,,,,,0.039,0.000,0.045 ,0.000 ,247.080,0.730,0.000,-
659,07-May-2019 20:30:00,,,,,0.037,0.000,0.037 ,0.000 ,247.610,0.590,0.000,-
660,07-May-2019 20:45:00,,,,,0.035,0.000,0.036 ,0.000 ,247.190,0.580,0.000,-
661,07-May-2019 21:00:00,,,,,0.030,0.000,0.031 ,0.000 ,247.450,0.480,0.000,-
662,07-May-2019 21:15:00,,,,,0.023,0.000,0.023 ,0.000 ,247.500,0.360,0.000,-
663,07-May-2019 21:30:00,,,,,0.022,0.000,0.024 ,0.000 ,247.310,0.370,0.000,-
664,07-May-2019 21:45:00,,,,,0.061,0.000,0.065 ,0.000 ,246.880,1.050,0.000,-
665,07-May-2019 22:00:00,,,,,0.020,0.000,0.020 ,0.000 ,246.750,0.320,0.000,-
666,07-May-2019 22:15:00,,,,,0.020,0.000,0.021 ,0.000 ,245.690,0.330,0.000,-
667,07-May-2019 22:30:00,,,,,0.020,0.000,0.025 ,0.000 ,245.220,0.410,0.000,-
668,07-May-2019 22:45:00,,,,,0.020,0.000,0.020 ,0.000 ,245.520,0.320,0.000,-
669,07-May-2019 23:00:00,,,,,0.022,0.000,0.040 ,0.000 ,246.180,0.650,0.000,-
670,07-May-2019 23:15:00,,,,,0.022,0.000,0.056 ,0.000 ,246.160,0.900,0.000,-
671,07-May-2019 23:30:00,,,,,0.025,0.000,0.066 ,0.000 ,246.020,1.060,0.000,-
672,07-May-2019 23:45:00,,,,,0.029,0.000,0.073 ,0.000 ,246.230,1.180,0.000,-
673,08-May-2019 00:00:00,,,,,0.027,0.000,0.065 ,0.000 ,246.930,1.060,0.000,-
674,08-May-2019 00:15:00,,,,,0.030,0.000,0.067 ,0.000 ,247.370,1.070,0.000,-
675,08-May-2019 00:30:00,,,,,0.031,0.000,0.066 ,0.000 ,248.490,1.050,0.000,-
676,08-May-2019 00:45:00,,,,,0.032,0.000,0.070 ,0.000 ,248.970,1.110,0.000,-
677,08-May-2019 01:00:00,,,,,0.025,0.000,0.061 ,0.000 ,250.030,0.970,0.000,-
678,08-May-2019 01:15:00,,,,,0.024,0.000,0.045 ,0.000 ,250.990,0.710,0.000,-
679,08-May-2019 01:30:00,,,,,0.021,0.000,0.022 ,0.000 ,250.930,0.340,0.000,-
680,08-May-2019 01:45:00,,,,,0.022,0.000,0.032 ,0.000 ,251.420,0.500,0.000,-
681,08-May-2019 02:00:00,,,,,0.022,0.000,0.040 ,0.000 ,253.180,0.630,0.000,-
682,08-May-2019 02:15:00,,,,,0.024,0.000,0.045 ,0.000 ,254.020,0.700,0.000,-
683,08-May-2019 02:30:00,,,,,0.024,0.000,0.039 ,0.000 ,254.510,0.610,0.000,-
684,08-May-2019 02:45:00,,,,,0.021,0.000,0.023 ,0.000 ,254.580,0.350,0.000,-
685,08-May-2019 03:00:00,,,,,0.022,0.000,0.030 ,0.000 ,254.660,0.470,0.000,-
686,08-May-2019 03:15:00,,,,,0.024,0.000,0.040 ,0.000 ,254.580,0.620,0.000,-
687,08-May-2019 03:30:00,,,,,0.021,0.000,0.031 ,0.000 ,255.260,0.470,0.000,-
688,08-May-2019 03:45:00,,,,,0.024,0.000,0.043 ,0.000 ,256.000,0.670,0.000,-
689,08-May-2019 04:00:00,,,,,0.025,0.000,0.042 ,0.000 ,256.590,0.640,0.000,-
690,08-May-2019 04:15:00,,,,,0.027,0.000,0.052 ,0.000 ,257.000,0.810,0.000,-
691,08-May-2019 04:30:00,,,,,0.025,0.000,0.037 ,0.000 ,257.140,0.560,0.000,-
692,08-May-2019 04:45:00,,,,,0.024,0.000,0.035 ,0.000 ,257.240,0.530,0.000,-
693,08-May-2019 05:00:00,,,,,0.029,0.000,0.055 ,0.000 ,257.430,0.860,0.000,-
694,08-May-2019 05:15:00,,,,,0.029,0.000,0.055 ,0.000 ,258.240,0.840,0.000,-
695,08-May-2019 05:30:00,,,,,0.024,0.000,0.035 ,0.000 ,258.490,0.540,0.000,-
696,08-May-2019 05:45:00,,,,,0.023,0.000,0.024 ,0.000 ,258.080,0.360,0.000,-
697,08-May-2019 06:00:00,,,,,0.021,0.000,0.021 ,0.000 ,258.440,0.330,0.000,-
698,08-May-2019 06:15:00,,,,,0.022,0.000,0.022 ,0.000 ,258.720,0.330,0.000,-
699,08-May-2019 06:30:00,,,,,0.315,0.000,0.316 ,0.000 ,257.640,4.890,0.000,-
700,08-May-2019 06:45:00,,,,,0.249,0.000,0.258 ,0.000 ,257.920,4.000,0.000,-
701,08-May-2019 07:00:00,,,,,0.005,0.000,0.027 ,0.000 ,258.030,0.400,0.000,-
702,08-May-2019 07:15:00,,,,,0.006,0.000,0.044 ,0.000 ,257.460,0.680,0.000,-
703,08-May-2019 07:30:00,,,,,0.039,0.000,0.053 ,0.000 ,256.940,0.850,0.000,-
704,08-May-2019 07:45:00,,,,,0.032,0.000,0.034 ,0.000 ,256.810,0.560,0.000,-
705,08-May-2019 08:00:00,,,,,0.017,0.000,0.020 ,0.000 ,256.180,0.310,0.000,-
706,08-May-2019 08:15:00,,,,,0.010,0.000,0.015 ,0.000 ,254.720,0.220,0.000,-
707,08-May-2019 08:30:00,,,,,0.040,0.000,0.057 ,0.000 ,253.790,0.940,0.000,-
708,08-May-2019 08:45:00,,,,,0.019,0.000,0.046 ,0.000 ,252.290,0.730,0.000,-
709,08-May-2019 09:00:00,,,,,0.014,0.000,0.061 ,0.000 ,251.230,0.960,0.000,-
710,08-May-2019 09:15:00,,,,,0.010,0.000,0.053 ,0.000 ,249.810,0.850,0.000,-
711,08-May-2019 09:30:00,,,,,0.009,0.000,0.062 ,0.000 ,247.910,0.980,0.000,-
712,08-May-2019 09:45:00,,,,,0.012,0.000,0.062 ,0.000 ,246.770,1.000,0.000,-
713,08-May-2019 10:00:00,,,,,0.009,0.000,0.047 ,0.000 ,246.530,0.760,0.000,-
714,08-May-2019 10:15:00,,,,,0.012,0.000,0.066 ,0.000 ,245.960,1.060,0.000,-
715,08-May-2019 10:30:00,,,,,0.016,0.000,0.064 ,0.000 ,245.340,1.040,0.000,-
716,08-May-2019 10:45:00,,,,,0.026,0.000,0.062 ,0.000 ,244.420,1.020,0.000,-
717,08-May-2019 11:00:00,,,,,0.006,0.000,0.051 ,0.000 ,243.870,0.820,0.000,-
718,08-May-2019 11:15:00,,,,,0.018,0.000,0.031 ,0.000 ,243.890,0.510,0.000,-
719,08-May-2019 11:30:00,,,,,0.022,0.000,0.035 ,0.000 ,243.500,0.560,0.000,-
720,08-May-2019 11:45:00,,,,,0.015,0.000,0.026 ,0.000 ,242.180,0.420,0.000,-
721,08-May-2019 12:00:00,,,,,0.015,0.000,0.049 ,0.000 ,242.020,0.810,0.000,-
722,08-May-2019 12:15:00,,,,,0.022,0.000,0.067 ,0.000 ,242.350,1.090,0.000,-
723,08-May-2019 12:30:00,,,,,0.022,0.000,0.058 ,0.000 ,241.870,0.950,0.000,-
724,08-May-2019 12:45:00,,,,,0.015,0.000,0.046 ,0.000 ,242.220,0.760,0.000,-
725,08-May-2019 13:00:00,,,,,0.005,0.000,0.029 ,0.000 ,240.630,0.470,0.000,-
726,08-May-2019 13:15:00,,,,,0.015,0.000,0.040 ,0.000 ,243.610,0.640,0.000,-
727,08-May-2019 13:30:00,,,,,0.022,0.000,0.022 ,0.000 ,243.890,0.360,0.000,-
728,08-May-2019 13:45:00,,,,,0.024,0.000,0.046 ,0.000 ,243.240,0.750,0.000,-
729,08-May-2019 14:00:00,,,,,0.032,0.000,0.076 ,0.000 ,242.790,1.250,0.000,-
730,08-May-2019 14:15:00,,,,,0.030,0.000,0.071 ,0.000 ,242.000,1.150,0.000,-
731,08-May-2019 14:30:00,,,,,0.243,0.000,0.254 ,0.000 ,240.740,4.230,0.000,-
732,08-May-2019 14:45:00,,,,,0.502,0.000,0.520 ,0.000 ,240.090,8.640,0.000,-
733,08-May-2019 15:00:00,,,,,0.504,0.000,0.521 ,0.000 ,239.350,8.690,0.000,-
734,08-May-2019 15:15:00,,,,,0.191,0.000,0.214 ,0.000 ,239.150,3.550,0.000,-
735,08-May-2019 15:30:00,,,,,0.046,0.000,0.076 ,0.000 ,239.470,1.280,0.000,-
736,08-May-2019 15:45:00,,,,,0.042,0.000,0.079 ,0.000 ,239.200,1.310,0.000,-
737,08-May-2019 16:00:00,,,,,0.045,0.000,0.081 ,0.000 ,239.520,1.340,0.000,-
738,08-May-2019 16:15:00,,,,,0.045,0.000,0.078 ,0.000 ,239.200,1.300,0.000,-
739,08-May-2019 16:30:00,,,,,0.292,0.000,0.318 ,0.000 ,238.610,5.330,0.000,-
740,08-May-2019 16:45:00,,,,,0.498,0.000,0.515 ,0.000 ,239.400,8.570,0.000,-
741,08-May-2019 17:00:00,,,,,0.493,0.000,0.511 ,0.000 ,239.830,8.500,0.000,-
742,08-May-2019 17:15:00,,,,,0.412,0.000,0.433 ,0.000 ,240.200,7.190,0.000,-
743,08-May-2019 17:30:00,,,,,0.029,0.000,0.063 ,0.000 ,241.170,1.030,0.000,-
744,08-May-2019 17:45:00,,,,,0.024,0.000,0.050 ,0.000 ,242.430,0.830,0.000,-
745,08-May-2019 18:00:00,,,,,0.010,0.000,0.057 ,0.000 ,242.850,0.930,0.000,-
746,08-May-2019 18:15:00,,,,,0.011,0.000,0.053 ,0.000 ,243.660,0.860,0.000,-
747,08-May-2019 18:30:00,,,,,0.006,0.000,0.026 ,0.000 ,244.770,0.430,0.000,-
748,08-May-2019 18:45:00,,,,,0.016,0.000,0.048 ,0.000 ,245.260,0.770,0.000,-
749,08-May-2019 19:00:00,,,,,0.017,0.000,0.083 ,0.000 ,244.680,1.350,0.000,-
750,08-May-2019 19:15:00,,,,,0.015,0.000,0.090 ,0.000 ,244.150,1.470,0.000,-
751,08-May-2019 19:30:00,,,,,0.011,0.000,0.090 ,0.000 ,242.920,1.480,0.000,-
752,08-May-2019 19:45:00,,,,,0.010,0.000,0.079 ,0.000 ,244.060,1.290,0.000,-
753,08-May-2019 20:00:00,,,,,0.023,0.000,0.091 ,0.000 ,244.730,1.480,0.000,-
754,08-May-2019 20:15:00,,,,,0.011,0.000,0.048 ,0.000 ,244.650,0.770,0.000,-
755,08-May-2019 20:30:00,,,,,0.007,0.000,0.046 ,0.000 ,244.660,0.750,0.000,-
756,08-May-2019 20:45:00,,,,,0.011,0.000,0.073 ,0.000 ,245.270,1.190,0.000,-
757,08-May-2019 21:00:00,,,,,0.015,0.000,0.056 ,0.000 ,245.670,0.900,0.000,-
758,08-May-2019 21:15:00,,,,,0.024,0.000,0.038 ,0.000 ,245.990,0.620,0.000,-
759,08-May-2019 21:30:00,,,,,0.024,0.000,0.064 ,0.000 ,245.720,1.040,0.000,-
760,08-May-2019 21:45:00,,,,,0.028,0.000,0.062 ,0.000 ,245.110,1.000,0.000,-
761,08-May-2019 22:00:00,,,,,0.029,0.000,0.070 ,0.000 ,245.030,1.140,0.000,-
762,08-May-2019 22:15:00,,,,,0.394,0.000,0.425 ,0.000 ,244.180,6.950,0.000,-
763,08-May-2019 22:30:00,,,,,0.474,0.000,0.498 ,0.000 ,243.280,8.170,0.000,-
764,08-May-2019 22:45:00,,,,,0.465,0.000,0.489 ,0.000 ,243.310,8.020,0.000,-
765,08-May-2019 23:00:00,,,,,0.370,0.000,0.400 ,0.000 ,243.020,6.580,0.000,-
766,08-May-2019 23:15:00,,,,,0.467,0.000,0.490 ,0.000 ,241.570,8.080,0.000,-
767,08-May-2019 23:30:00,,,,,0.467,0.000,0.487 ,0.000 ,241.630,8.050,0.000,-
768,08-May-2019 23:45:00,,,,,0.347,0.000,0.374 ,0.000 ,242.340,6.160,0.000,-
769,09-May-2019 00:00:00,,,,,0.267,0.000,0.299 ,0.000 ,243.410,4.900,0.000,-
770,09-May-2019 00:15:00,,,,,0.206,0.000,0.247 ,0.000 ,244.510,4.030,0.000,-
771,09-May-2019 00:30:00,,,,,0.196,0.000,0.233 ,0.000 ,245.260,3.810,0.000,-
772,09-May-2019 00:45:00,,,,,0.206,0.000,0.239 ,0.000 ,245.760,3.870,0.000,-
773,09-May-2019 01:00:00,,,,,0.232,0.000,0.269 ,0.000 ,246.640,4.360,0.000,-
774,09-May-2019 01:15:00,,,,,0.231,0.000,0.270 ,0.000 ,246.600,4.370,0.000,-
775,09-May-2019 01:30:00,,,,,0.205,0.000,0.248 ,0.000 ,246.870,4.010,0.000,-
776,09-May-2019 01:45:00,,,,,0.202,0.000,0.245 ,0.000 ,247.600,3.960,0.000,-
777,09-May-2019 02:00:00,,,,,0.212,0.000,0.253 ,0.000 ,248.600,4.060,0.000,-
778,09-May-2019 02:15:00,,,,,0.223,0.000,0.264 ,0.000 ,248.550,4.240,0.000,-
779,09-May-2019 02:30:00,,,,,0.222,0.000,0.260 ,0.000 ,248.900,4.160,0.000,-
