,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
519,06-May-2019 09:30:00,,,,,0.141,0.000,0.144 ,0.000 ,244.910,2.340,0.000,-
520,06-May-2019 09:45:00,,,,,0.113,0.000,0.118 ,0.000 ,244.170,1.920,0.000,-
521,06-May-2019 10:00:00,,,,,0.110,0.000,0.113 ,0.000 ,243.150,1.860,0.000,-
522,06-May-2019 10:15:00,,,,,0.098,0.000,0.108 ,0.000 ,243.480,1.760,0.000,-
523,06-May-2019 10:30:00,,,,,0.088,0.000,0.092 ,0.000 ,242.870,1.510,0.000,-
524,06-May-2019 10:45:00,,,,,0.093,0.000,0.095 ,0.000 ,242.660,1.560,0.000,-
525,06-May-2019 11:00:00,,,,,0.097,0.000,0.098 ,0.000 ,242.120,1.600,0.000,-
526,06-May-2019 11:15:00,,,,,0.071,0.000,0.074 ,0.000 ,241.920,1.220,0.000,-
527,06-May-2019 11:30:00,,,,,0.102,0.000,0.115 ,0.000 ,242.200,1.890,0.000,-
528,06-May-2019 11:45:00,,,,,0.105,0.000,0.120 ,0.000 ,241.240,1.980,0.000,-
529,06-May-2019 12:00:00,,,,,0.122,0.000,0.136 ,0.000 ,241.240,2.260,0.000,-
530,06-May-2019 12:15:00,,,,,0.362,0.000,0.371 ,0.000 ,241.340,6.130,0.000,-
531,06-May-2019 12:30:00,,,,,0.104,0.000,0.115 ,0.000 ,241.330,1.890,0.000,-
532,06-May-2019 12:45:00,,,,,0.070,0.000,0.077 ,0.000 ,242.430,1.260,0.000,-
533,06-May-2019 13:00:00,,,,,0.059,0.000,0.073 ,0.000 ,243.870,1.200,0.000,-
534,06-May-2019 13:15:00,,,,,0.048,0.000,0.060 ,0.000 ,245.090,0.970,0.000,-
535,06-May-2019 13:30:00,,,,,0.071,0.000,0.079 ,0.000 ,245.540,1.280,0.000,-
536,06-May-2019 13:45:00,,,,,0.090,0.000,0.096 ,0.000 ,245.080,1.560,0.000,-
537,06-May-2019 14:00:00,,,,,0.090,0.000,0.096 ,0.000 ,243.830,1.560,0.000,-
538,06-May-2019 14:15:00,,,,,0.104,0.000,0.110 ,0.000 ,242.990,1.810,0.000,-
539,06-May-2019 14:30:00,,,,,0.213,0.000,0.382 ,0.000 ,242.800,6.290,0.000,-
540,06-May-2019 14:45:00,,,,,0.228,0.000,0.462 ,0.000 ,240.660,7.660,0.000,-
541,06-May-2019 15:00:00,,,,,0.098,0.000,0.269 ,0.000 ,239.970,4.470,0.000,-
542,06-May-2019 15:15:00,,,,,0.103,0.000,0.234 ,0.000 ,240.650,3.870,0.000,-
543,06-May-2019 15:30:00,,,,,0.105,0.000,0.255 ,0.000 ,241.090,4.230,0.000,-
544,06-May-2019 15:45:00,,,,,0.089,0.000,0.215 ,0.000 ,241.380,3.560,0.000,-
545,06-May-2019 16:00:00,,,,,0.095,0.000,0.220 ,0.000 ,241.530,3.630,0.000,-
546,06-May-2019 16:15:00,,,,,0.095,0.000,0.220 ,0.000 ,241.610,3.630,0.000,-
547,06-May-2019 16:30:00,,,,,0.095,0.000,0.219 ,0.000 ,241.010,3.620,0.000,-
548,06-May-2019 16:45:00,,,,,0.102,0.000,0.236 ,0.000 ,240.920,3.910,0.000,-
549,06-May-2019 17:00:00,,,,,0.100,0.000,0.228 ,0.000 ,241.200,3.760,0.000,-
550,06-May-2019 17:15:00,,,,,0.094,0.000,0.226 ,0.000 ,241.680,3.730,0.000,-
551,06-May-2019 17:30:00,,,,,0.099,0.000,0.270 ,0.000 ,241.360,4.470,0.000,-
552,06-May-2019 17:45:00,,,,,0.090,0.000,0.255 ,0.000 ,242.370,4.180,0.000,-
553,06-May-2019 18:00:00,,,,,0.083,0.000,0.089 ,0.000 ,242.900,1.460,0.000,-
554,06-May-2019 18:15:00,,,,,0.088,0.000,0.094 ,0.000 ,243.740,1.540,0.000,-
555,06-May-2019 18:30:00,,,,,0.122,0.000,0.127 ,0.000 ,244.610,2.070,0.000,-
556,06-May-2019 18:45:00,,,,,0.156,0.000,0.161 ,0.000 ,244.680,2.610,0.000,-
557,06-May-2019 19:00:00,,,,,0.142,0.000,0.145 ,0.000 ,245.380,2.370,0.000,-
558,06-May-2019 19:15:00,,,,,0.123,0.000,0.127 ,0.000 ,245.310,2.060,0.000,-
559,06-May-2019 19:30:00,,,,,0.136,0.000,0.139 ,0.000 ,244.370,2.270,0.000,-
560,06-May-2019 19:45:00,,,,,0.204,0.000,0.209 ,0.000 ,244.080,3.410,0.000,-
561,06-May-2019 20:00:00,,,,,0.205,0.000,0.209 ,0.000 ,245.140,3.410,0.000,-
562,06-May-2019 20:15:00,,,,,0.236,0.000,0.240 ,0.000 ,246.040,3.890,0.000,-
563,06-May-2019 20:30:00,,,,,0.202,0.000,0.207 ,0.000 ,246.030,3.350,0.000,-
564,06-May-2019 20:45:00,,,,,0.162,0.000,0.166 ,0.000 ,246.650,2.690,0.000,-
565,06-May-2019 21:00:00,,,,,0.144,0.000,0.149 ,0.000 ,246.950,2.400,0.000,-
566,06-May-2019 21:15:00,,,,,0.151,0.000,0.156 ,0.000 ,247.130,2.520,0.000,-
567,06-May-2019 21:30:00,,,,,0.140,0.000,0.144 ,0.000 ,247.130,2.320,0.000,-
568,06-May-2019 21:45:00,,,,,0.129,0.000,0.135 ,0.000 ,248.560,2.160,0.000,-
569,06-May-2019 22:00:00,,,,,0.130,0.000,0.134 ,0.000 ,247.500,2.160,0.000,-
570,06-May-2019 22:15:00,,,,,0.123,0.000,0.128 ,0.000 ,246.290,2.060,0.000,-
571,06-May-2019 22:30:00,,,,,0.093,0.000,0.102 ,0.000 ,244.820,1.660,0.000,-
572,06-May-2019 22:45:00,,,,,0.094,0.000,0.104 ,0.000 ,244.260,1.690,0.000,-
573,06-May-2019 23:00:00,,,,,0.101,0.000,0.110 ,0.000 ,244.120,1.800,0.000,-
574,06-May-2019 23:15:00,,,,,0.102,0.000,0.112 ,0.000 ,244.180,1.830,0.000,-
575,06-May-2019 23:30:00,,,,,0.110,0.000,0.138 ,0.000 ,245.240,2.240,0.000,-
576,06-May-2019 23:45:00,,,,,0.114,0.000,0.117 ,0.000 ,245.810,1.890,0.000,-
577,07-May-2019 00:00:00,,,,,0.107,0.000,0.109 ,0.000 ,246.410,1.760,0.000,-
578,07-May-2019 00:15:00,,,,,0.090,0.000,0.095 ,0.000 ,246.450,1.540,0.000,-
579,07-May-2019 00:30:00,,,,,0.111,0.000,0.119 ,0.000 ,247.290,1.910,0.000,-
580,07-May-2019 00:45:00,,,,,0.109,0.000,0.118 ,0.000 ,248.070,1.890,0.000,-
581,07-May-2019 01:00:00,,,,,0.110,0.000,0.118 ,0.000 ,248.680,1.900,0.000,-
582,07-May-2019 01:15:00,,,,,0.105,0.000,0.116 ,0.000 ,249.010,1.850,0.000,-
583,07-May-2019 01:30:00,,,,,0.107,0.000,0.126 ,0.000 ,249.800,2.010,0.000,-
584,07-May-2019 01:45:00,,,,,0.107,0.000,0.130 ,0.000 ,250.550,2.070,0.000,-
585,07-May-2019 02:00:00,,,,,0.108,0.000,0.145 ,0.000 ,252.000,2.290,0.000,-
586,07-May-2019 02:15:00,,,,,0.111,0.000,0.147 ,0.000 ,252.250,2.320,0.000,-
587,07-May-2019 02:30:00,,,,,0.110,0.000,0.146 ,0.000 ,252.960,2.310,0.000,-
588,07-May-2019 02:45:00,,,,,0.110,0.000,0.165 ,0.000 ,253.100,2.590,0.000,-
589,07-May-2019 03:00:00,,,,,0.110,0.000,0.144 ,0.000 ,253.820,2.260,0.000,-
590,07-May-2019 03:15:00,,,,,0.105,0.000,0.115 ,0.000 ,254.270,1.810,0.000,-
591,07-May-2019 03:30:00,,,,,0.106,0.000,0.116 ,0.000 ,254.730,1.810,0.000,-
592,07-May-2019 03:45:00,,,,,0.105,0.000,0.116 ,0.000 ,255.350,1.810,0.000,-
593,07-May-2019 04:00:00,,,,,0.106,0.000,0.116 ,0.000 ,256.590,1.810,0.000,-
594,07-May-2019 04:15:00,,,,,0.107,0.000,0.118 ,0.000 ,257.100,1.820,0.000,-
595,07-May-2019 04:30:00,,,,,0.106,0.000,0.117 ,0.000 ,256.870,1.810,0.000,-
596,07-May-2019 04:45:00,,,,,0.105,0.000,0.115 ,0.000 ,256.960,1.780,0.000,-
597,07-May-2019 05:00:00,,,,,0.098,0.000,0.106 ,0.000 ,256.710,1.650,0.000,-
598,07-May-2019 05:15:00,,,,,0.098,0.000,0.106 ,0.000 ,257.070,1.650,0.000,-
599,07-May-2019 05:30:00,,,,,0.117,0.000,0.124 ,0.000 ,257.390,1.920,0.000,-
600,07-May-2019 05:45:00,,,,,0.168,0.000,0.174 ,0.000 ,257.600,2.700,0.000,-
601,07-May-2019 06:00:00,,,,,0.153,0.000,0.159 ,0.000 ,257.210,2.460,0.000,-
602,07-May-2019 06:15:00,,,,,0.143,0.000,0.150 ,0.000 ,256.960,2.320,0.000,-
603,07-May-2019 06:30:00,,,,,0.121,0.000,0.130 ,0.000 ,255.950,2.020,0.000,-
604,07-May-2019 06:45:00,,,,,0.128,0.000,0.141 ,0.000 ,255.590,2.210,0.000,-
605,07-May-2019 07:00:00,,,,,0.084,0.000,0.095 ,0.000 ,255.800,1.470,0.000,-
606,07-May-2019 07:15:00,,,,,0.083,0.000,0.095 ,0.000 ,255.650,1.490,0.000,-
607,07-May-2019 07:30:00,,,,,0.076,0.000,0.090 ,0.000 ,255.160,1.400,0.000,-
608,07-May-2019 07:45:00,,,,,0.078,0.000,0.091 ,0.000 ,255.130,1.410,0.000,-
609,07-May-2019 08:00:00,,,,,0.080,0.000,0.093 ,0.000 ,255.230,1.450,0.000,-
610,07-May-2019 08:15:00,,,,,0.091,0.000,0.102 ,0.000 ,254.550,1.600,0.000,-
611,07-May-2019 08:30:00,,,,,0.070,0.000,0.080 ,0.000 ,253.190,1.250,0.000,-
612,07-May-2019 08:45:00,,,,,0.085,0.000,0.248 ,0.000 ,251.910,3.920,0.000,-
613,07-May-2019 09:00:00,,,,,0.083,0.000,0.118 ,0.000 ,249.970,1.880,0.000,-
614,07-May-2019 09:15:00,,,,,0.089,0.000,0.105 ,0.000 ,248.180,1.690,0.000,-
615,07-May-2019 09:30:00,,,,,0.093,0.000,0.101 ,0.000 ,246.070,1.620,0.000,-
616,07-May-2019 09:45:00,,,,,0.081,0.000,0.087 ,0.000 ,244.070,1.410,0.000,-
617,07-May-2019 10:00:00,,,,,0.446,0.000,0.449 ,0.000 ,244.160,7.350,0.000,-
618,07-May-2019 10:15:00,,,,,0.114,0.000,0.120 ,0.000 ,244.720,1.960,0.000,-
619,07-May-2019 10:30:00,,,,,0.084,0.000,0.091 ,0.000 ,244.630,1.490,0.000,-
620,07-May-2019 10:45:00,,,,,0.077,0.000,0.086 ,0.000 ,244.600,1.390,0.000,-
621,07-May-2019 11:00:00,,,,,0.077,0.000,0.085 ,0.000 ,244.440,1.380,0.000,-
622,07-May-2019 11:15:00,,,,,0.120,0.000,0.127 ,0.000 ,243.470,2.070,0.000,-
623,07-May-2019 11:30:00,,,,,0.098,0.000,0.114 ,0.000 ,243.220,1.870,0.000,-
624,07-May-2019 11:45:00,,,,,0.092,0.000,0.176 ,0.000 ,243.710,2.890,0.000,-
625,07-May-2019 12:00:00,,,,,0.089,0.000,0.230 ,0.000 ,243.390,3.760,0.000,-
626,07-May-2019 12:15:00,,,,,0.090,0.000,0.109 ,0.000 ,243.990,1.780,0.000,-
627,07-May-2019 12:30:00,,,,,0.074,0.000,0.076 ,0.000 ,244.060,1.250,0.000,-
628,07-May-2019 12:45:00,,,,,0.075,0.000,0.075 ,0.000 ,244.060,1.220,0.000,-
629,07-May-2019 13:00:00,,,,,0.059,0.000,0.079 ,0.000 ,244.730,1.290,0.000,-
630,07-May-2019 13:15:00,,,,,0.098,0.000,0.197 ,0.000 ,245.980,3.190,0.000,-
631,07-May-2019 13:30:00,,,,,0.090,0.000,0.099 ,0.000 ,246.170,1.590,0.000,-
632,07-May-2019 13:45:00,,,,,0.101,0.000,0.107 ,0.000 ,245.830,1.740,0.000,-
633,07-May-2019 14:00:00,,,,,0.100,0.000,0.106 ,0.000 ,245.120,1.720,0.000,-
634,07-May-2019 14:15:00,,,,,0.091,0.000,0.105 ,0.000 ,244.070,1.710,0.000,-
635,07-May-2019 14:30:00,,,,,0.099,0.000,0.104 ,0.000 ,242.800,1.710,0.000,-
636,07-May-2019 14:45:00,,,,,0.100,0.000,0.107 ,0.000 ,241.370,1.760,0.000,-
637,07-May-2019 15:00:00,,,,,0.080,0.000,0.099 ,0.000 ,241.090,1.640,0.000,-
638,07-May-2019 15:15:00,,,,,0.065,0.000,0.077 ,0.000 ,241.250,1.260,0.000,-
639,07-May-2019 15:30:00,,,,,0.066,0.000,0.077 ,0.000 ,241.470,1.270,0.000,-
640,07-May-2019 15:45:00,,,,,0.064,0.000,0.075 ,0.000 ,242.070,1.230,0.000,-
641,07-May-2019 16:00:00,,,,,0.082,0.000,0.093 ,0.000 ,242.330,1.530,0.000,-
642,07-May-2019 16:15:00,,,,,0.084,0.000,0.093 ,0.000 ,241.690,1.530,0.000,-
643,07-May-2019 16:30:00,,,,,0.085,0.000,0.094 ,0.000 ,240.950,1.540,0.000,-
644,07-May-2019 16:45:00,,,,,0.080,0.000,0.089 ,0.000 ,240.570,1.470,0.000,-
645,07-May-2019 17:00:00,,,,,0.084,0.000,0.091 ,0.000 ,241.460,1.520,0.000,-
646,07-May-2019 17:15:00,,,,,0.069,0.000,0.076 ,0.000 ,241.120,1.250,0.000,-
647,07-May-2019 17:30:00,,,,,0.067,0.000,0.074 ,0.000 ,241.020,1.220,0.000,-
648,07-May-2019 17:45:00,,,,,0.067,0.000,0.074 ,0.000 ,242.030,1.210,0.000,-
649,07-May-2019 18:00:00,,,,,0.069,0.000,0.076 ,0.000 ,242.270,1.240,0.000,-
650,07-May-2019 18:15:00,,,,,0.069,0.000,0.076 ,0.000 ,243.280,1.240,0.000,-
651,07-May-2019 18:30:00,,,,,0.068,0.000,0.075 ,0.000 ,243.510,1.230,0.000,-
652,07-May-2019 18:45:00,,,,,0.066,0.000,0.074 ,0.000 ,244.560,1.190,0.000,-
653,07-May-2019 19:00:00,,,,,0.090,0.000,0.094 ,0.000 ,244.730,1.540,0.000,-
654,07-May-2019 19:15:00,,,,,0.112,0.000,0.118 ,0.000 ,245.160,1.910,0.000,-
655,07-May-2019 19:30:00,,,,,0.181,0.000,0.186 ,0.000 ,244.380,3.040,0.000,-
656,07-May-2019 19:45:00,,,,,0.228,0.000,0.232 ,0.000 ,244.700,3.770,0.000,-
657,07-May-2019 20:00:00,,,,,0.196,0.000,0.200 ,0.000 ,245.970,3.250,0.000,-
658,07-May-2019 20:15:00,,,,,0.264,0.000,0.268 ,0.000 ,246.160,4.350,0.000,-
659,07-May-2019 20:30:00,,,,,0.175,0.000,0.178 ,0.000 ,246.700,2.880,0.000,-
660,07-May-2019 20:45:00,,,,,0.163,0.000,0.166 ,0.000 ,246.530,2.680,0.000,-
661,07-May-2019 21:00:00,,,,,0.179,0.000,0.183 ,0.000 ,246.800,2.960,0.000,-
662,07-May-2019 21:15:00,,,,,0.167,0.000,0.171 ,0.000 ,246.810,2.760,0.000,-
663,07-May-2019 21:30:00,,,,,0.154,0.000,0.160 ,0.000 ,246.660,2.570,0.000,-
664,07-May-2019 21:45:00,,,,,0.127,0.000,0.132 ,0.000 ,246.870,2.130,0.000,-
665,07-May-2019 22:00:00,,,,,0.104,0.000,0.110 ,0.000 ,247.030,1.780,0.000,-
666,07-May-2019 22:15:00,,,,,0.097,0.000,0.105 ,0.000 ,245.970,1.690,0.000,-
667,07-May-2019 22:30:00,,,,,0.095,0.000,0.102 ,0.000 ,244.920,1.660,0.000,-
668,07-May-2019 22:45:00,,,,,0.095,0.000,0.102 ,0.000 ,245.500,1.660,0.000,-
669,07-May-2019 23:00:00,,,,,0.095,0.000,0.102 ,0.000 ,245.970,1.650,0.000,-
670,07-May-2019 23:15:00,,,,,0.094,0.000,0.101 ,0.000 ,245.630,1.640,0.000,-
671,07-May-2019 23:30:00,,,,,0.094,0.000,0.101 ,0.000 ,245.740,1.630,0.000,-
672,07-May-2019 23:45:00,,,,,0.084,0.000,0.093 ,0.000 ,246.260,1.500,0.000,-
673,08-May-2019 00:00:00,,,,,0.084,0.000,0.092 ,0.000 ,246.830,1.500,0.000,-
674,08-May-2019 00:15:00,,,,,0.084,0.000,0.093 ,0.000 ,247.150,1.500,0.000,-
675,08-May-2019 00:30:00,,,,,0.084,0.000,0.094 ,0.000 ,248.340,1.500,0.000,-
676,08-May-2019 00:45:00,,,,,0.085,0.000,0.094 ,0.000 ,249.460,1.500,0.000,-
677,08-May-2019 01:00:00,,,,,0.085,0.000,0.094 ,0.000 ,250.830,1.500,0.000,-
678,08-May-2019 01:15:00,,,,,0.091,0.000,0.096 ,0.000 ,251.840,1.520,0.000,-
679,08-May-2019 01:30:00,,,,,0.096,0.000,0.098 ,0.000 ,252.020,1.540,0.000,-
680,08-May-2019 01:45:00,,,,,0.082,0.000,0.083 ,0.000 ,252.450,1.300,0.000,-
681,08-May-2019 02:00:00,,,,,0.088,0.000,0.095 ,0.000 ,253.660,1.500,0.000,-
682,08-May-2019 02:15:00,,,,,0.108,0.000,0.116 ,0.000 ,255.120,1.810,0.000,-
683,08-May-2019 02:30:00,,,,,0.106,0.000,0.115 ,0.000 ,255.440,1.790,0.000,-
684,08-May-2019 02:45:00,,,,,0.105,0.000,0.114 ,0.000 ,255.420,1.780,0.000,-
685,08-May-2019 03:00:00,,,,,0.105,0.000,0.113 ,0.000 ,255.360,1.770,0.000,-
686,08-May-2019 03:15:00,,,,,0.098,0.000,0.106 ,0.000 ,255.640,1.650,0.000,-
687,08-May-2019 03:30:00,,,,,0.091,0.000,0.102 ,0.000 ,256.260,1.590,0.000,-
688,08-May-2019 03:45:00,,,,,0.089,0.000,0.100 ,0.000 ,256.990,1.540,0.000,-
689,08-May-2019 04:00:00,,,,,0.090,0.000,0.099 ,0.000 ,257.550,1.540,0.000,-
690,08-May-2019 04:15:00,,,,,0.089,0.000,0.100 ,0.000 ,258.120,1.540,0.000,-
691,08-May-2019 04:30:00,,,,,0.083,0.000,0.092 ,0.000 ,258.270,1.420,0.000,-
692,08-May-2019 04:45:00,,,,,0.103,0.000,0.112 ,0.000 ,258.390,1.730,0.000,-
693,08-May-2019 05:00:00,,,,,0.078,0.000,0.094 ,0.000 ,258.270,1.450,0.000,-
694,08-May-2019 05:15:00,,,,,0.066,0.000,0.076 ,0.000 ,258.470,1.160,0.000,-
695,08-May-2019 05:30:00,,,,,0.089,0.000,0.096 ,0.000 ,258.620,1.490,0.000,-
696,08-May-2019 05:45:00,,,,,0.112,0.000,0.121 ,0.000 ,258.270,1.860,0.000,-
697,08-May-2019 06:00:00,,,,,0.077,0.000,0.089 ,0.000 ,258.460,1.380,0.000,-
698,08-May-2019 06:15:00,,,,,0.065,0.000,0.078 ,0.000 ,258.660,1.200,0.000,-
699,08-May-2019 06:30:00,,,,,0.089,0.000,0.201 ,0.000 ,257.620,3.110,0.000,-
700,08-May-2019 06:45:00,,,,,0.081,0.000,0.170 ,0.000 ,257.700,2.630,0.000,-
701,08-May-2019 07:00:00,,,,,0.066,0.000,0.082 ,0.000 ,257.310,1.260,0.000,-
702,08-May-2019 07:15:00,,,,,0.107,0.000,0.117 ,0.000 ,256.540,1.820,0.000,-
703,08-May-2019 07:30:00,,,,,0.120,0.000,0.134 ,0.000 ,255.920,2.090,0.000,-
704,08-May-2019 07:45:00,,,,,0.132,0.000,0.145 ,0.000 ,255.330,2.250,0.000,-
705,08-May-2019 08:00:00,,,,,0.121,0.000,0.127 ,0.000 ,254.780,1.990,0.000,-
706,08-May-2019 08:15:00,,,,,0.117,0.000,0.122 ,0.000 ,253.730,1.910,0.000,-
707,08-May-2019 08:30:00,,,,,0.088,0.000,0.094 ,0.000 ,252.280,1.480,0.000,-
708,08-May-2019 08:45:00,,,,,0.080,0.000,0.087 ,0.000 ,250.780,1.370,0.000,-
709,08-May-2019 09:00:00,,,,,0.094,0.000,0.099 ,0.000 ,249.930,1.590,0.000,-
710,08-May-2019 09:15:00,,,,,0.101,0.000,0.107 ,0.000 ,248.490,1.710,0.000,-
711,08-May-2019 09:30:00,,,,,0.101,0.000,0.106 ,0.000 ,246.500,1.710,0.000,-
712,08-May-2019 09:45:00,,,,,0.099,0.000,0.105 ,0.000 ,245.350,1.700,0.000,-
713,08-May-2019 10:00:00,,,,,0.059,0.000,0.067 ,0.000 ,245.480,1.080,0.000,-
714,08-May-2019 10:15:00,,,,,0.070,0.000,0.078 ,0.000 ,245.040,1.270,0.000,-
715,08-May-2019 10:30:00,,,,,0.071,0.000,0.079 ,0.000 ,244.370,1.280,0.000,-
716,08-May-2019 10:45:00,,,,,0.071,0.000,0.078 ,0.000 ,243.650,1.270,0.000,-
717,08-May-2019 11:00:00,,,,,0.068,0.000,0.076 ,0.000 ,243.400,1.240,0.000,-
718,08-May-2019 11:15:00,,,,,0.072,0.000,0.079 ,0.000 ,243.640,1.300,0.000,-
719,08-May-2019 11:30:00,,,,,0.082,0.000,0.090 ,0.000 ,243.100,1.470,0.000,-
720,08-May-2019 11:45:00,,,,,0.067,0.000,0.082 ,0.000 ,242.190,1.330,0.000,-
721,08-May-2019 12:00:00,,,,,0.062,0.000,0.082 ,0.000 ,242.420,1.340,0.000,-
722,08-May-2019 12:15:00,,,,,0.062,0.000,0.081 ,0.000 ,242.490,1.340,0.000,-
723,08-May-2019 12:30:00,,,,,0.062,0.000,0.082 ,0.000 ,241.920,1.340,0.000,-
724,08-May-2019 12:45:00,,,,,0.090,0.000,0.101 ,0.000 ,241.400,1.670,0.000,-
725,08-May-2019 13:00:00,,,,,0.092,0.000,0.096 ,0.000 ,239.570,1.600,0.000,-
726,08-May-2019 13:15:00,,,,,0.106,0.000,0.110 ,0.000 ,242.840,1.810,0.000,-
727,08-May-2019 13:30:00,,,,,0.127,0.000,0.132 ,0.000 ,243.730,2.150,0.000,-
728,08-May-2019 13:45:00,,,,,0.122,0.000,0.132 ,0.000 ,243.230,2.170,0.000,-
729,08-May-2019 14:00:00,,,,,0.120,0.000,0.127 ,0.000 ,242.510,2.070,0.000,-
730,08-May-2019 14:15:00,,,,,0.124,0.000,0.124 ,0.000 ,241.340,2.060,0.000,-
731,08-May-2019 14:30:00,,,,,0.124,0.000,0.135 ,0.000 ,240.270,2.250,0.000,-
732,08-May-2019 14:45:00,,,,,0.136,0.000,0.298 ,0.000 ,239.920,4.950,0.000,-
733,08-May-2019 15:00:00,,,,,0.135,0.000,0.312 ,0.000 ,238.940,5.220,0.000,-
734,08-May-2019 15:15:00,,,,,0.079,0.000,0.141 ,0.000 ,238.260,2.350,0.000,-
735,08-May-2019 15:30:00,,,,,0.068,0.000,0.076 ,0.000 ,238.040,1.260,0.000,-
736,08-May-2019 15:45:00,,,,,0.066,0.000,0.074 ,0.000 ,237.430,1.240,0.000,-
737,08-May-2019 16:00:00,,,,,0.067,0.000,0.074 ,0.000 ,237.990,1.240,0.000,-
738,08-May-2019 16:15:00,,,,,0.067,0.000,0.074 ,0.000 ,237.920,1.250,0.000,-
739,08-May-2019 16:30:00,,,,,0.086,0.000,0.188 ,0.000 ,237.380,3.160,0.000,-
740,08-May-2019 16:45:00,,,,,0.097,0.000,0.242 ,0.000 ,238.400,4.030,0.000,-
741,08-May-2019 17:00:00,,,,,0.102,0.000,0.291 ,0.000 ,238.980,4.860,0.000,-
742,08-May-2019 17:15:00,,,,,0.094,0.000,0.166 ,0.000 ,239.000,2.760,0.000,-
743,08-May-2019 17:30:00,,,,,0.066,0.000,0.074 ,0.000 ,239.860,1.220,0.000,-
744,08-May-2019 17:45:00,,,,,0.068,0.000,0.074 ,0.000 ,240.900,1.240,0.000,-
745,08-May-2019 18:00:00,,,,,0.091,0.000,0.098 ,0.000 ,241.320,1.600,0.000,-
746,08-May-2019 18:15:00,,,,,0.080,0.000,0.086 ,0.000 ,242.410,1.410,0.000,-
747,08-May-2019 18:30:00,,,,,0.079,0.000,0.085 ,0.000 ,243.890,1.400,0.000,-
748,08-May-2019 18:45:00,,,,,0.157,0.000,0.164 ,0.000 ,244.490,2.670,0.000,-
749,08-May-2019 19:00:00,,,,,0.175,0.000,0.181 ,0.000 ,244.230,2.950,0.000,-
750,08-May-2019 19:15:00,,,,,0.202,0.000,0.207 ,0.000 ,243.660,3.390,0.000,-
751,08-May-2019 19:30:00,,,,,0.170,0.000,0.175 ,0.000 ,242.430,2.890,0.000,-
752,08-May-2019 19:45:00,,,,,0.180,0.000,0.186 ,0.000 ,243.410,3.030,0.000,-
753,08-May-2019 20:00:00,,,,,0.207,0.000,0.212 ,0.000 ,244.190,3.470,0.000,-
754,08-May-2019 20:15:00,,,,,0.148,0.000,0.153 ,0.000 ,244.350,2.490,0.000,-
755,08-May-2019 20:30:00,,,,,0.149,0.000,0.153 ,0.000 ,244.550,2.500,0.000,-
756,08-May-2019 20:45:00,,,,,0.147,0.000,0.153 ,0.000 ,244.860,2.490,0.000,-
757,08-May-2019 21:00:00,,,,,0.142,0.000,0.147 ,0.000 ,245.090,2.390,0.000,-
758,08-May-2019 21:15:00,,,,,0.134,0.000,0.138 ,0.000 ,245.010,2.260,0.000,-
759,08-May-2019 21:30:00,,,,,0.134,0.000,0.140 ,0.000 ,245.050,2.260,0.000,-
760,08-May-2019 21:45:00,,,,,0.120,0.000,0.125 ,0.000 ,244.620,2.050,0.000,-
761,08-May-2019 22:00:00,,,,,0.135,0.000,0.140 ,0.000 ,244.650,2.270,0.000,-
762,08-May-2019 22:15:00,,,,,0.138,0.000,0.143 ,0.000 ,244.140,2.340,0.000,-
763,08-May-2019 22:30:00,,,,,0.132,0.000,0.138 ,0.000 ,243.720,2.260,0.000,-
764,08-May-2019 22:45:00,,,,,0.120,0.000,0.128 ,0.000 ,243.860,2.080,0.000,-
765,08-May-2019 23:00:00,,,,,0.109,0.000,0.150 ,0.000 ,243.390,2.450,0.000,-
766,08-May-2019 23:15:00,,,,,0.112,0.000,0.216 ,0.000 ,242.030,3.560,0.000,-
767,08-May-2019 23:30:00,,,,,0.110,0.000,0.167 ,0.000 ,242.420,2.760,0.000,-
768,08-May-2019 23:45:00,,,,,0.114,0.000,0.122 ,0.000 ,243.280,1.990,0.000,-
769,09-May-2019 00:00:00,,,,,0.099,0.000,0.139 ,0.000 ,244.350,2.270,0.000,-
770,09-May-2019 00:15:00,,,,,0.090,0.000,0.168 ,0.000 ,245.460,2.740,0.000,-
771,09-May-2019 00:30:00,,,,,0.087,0.000,0.152 ,0.000 ,246.180,2.450,0.000,-
772,09-May-2019 00:45:00,,,,,0.089,0.000,0.162 ,0.000 ,246.860,2.620,0.000,-
773,09-May-2019 01:00:00,,,,,0.097,0.000,0.175 ,0.000 ,247.940,2.820,0.000,-
774,09-May-2019 01:15:00,,,,,0.097,0.000,0.177 ,0.000 ,248.020,2.840,0.000,-
775,09-May-2019 01:30:00,,,,,0.094,0.000,0.169 ,0.000 ,248.430,2.710,0.000,-
776,09-May-2019 01:45:00,,,,,0.096,0.000,0.166 ,0.000 ,249.140,2.650,0.000,-
777,09-May-2019 02:00:00,,,,,0.099,0.000,0.168 ,0.000 ,250.230,2.660,0.000,-
778,09-May-2019 02:15:00,,,,,0.102,0.000,0.175 ,0.000 ,250.400,2.790,0.000,-
779,09-May-2019 02:30:00,,,,,0.102,0.000,0.172 ,0.000 ,250.800,2.740,0.000,-
